,PC1,PC2,PC3,PC4,PC5
0,1.7764744692325982,-0.6294259326119043,0.38369160260908936,0.2904244436594512,-0.06075851365151305
1,-0.1655187677999903,2.4405629731091443,-0.612770404442819,0.9089529497780497,-0.30122357401723143
2,-0.4540026718898502,-0.3813311554078961,0.8546552997554149,1.6224910470563243,1.933242128029904
3,0.8328268157741114,0.07300456894079087,0.1897453084113985,1.495068085546009,-0.4167642928230725
4,1.5075715955408258,-0.35214335906775734,0.7564127323169086,0.2889829069667885,0.44329126709671784
5,-0.05747868114513137,-0.7490836175795494,1.298281351736998,-0.6050826538554703,-0.8702258702864323
6,-4.662268175324857,-2.6876881239574932,-1.72520387180208,0.9935754254310412,1.3483483648059975
7,0.33644298997718003,-0.9236288548481344,1.1704665924004967,-0.9390824467287635,-0.22715072495063296
8,0.5199046741823307,-0.39748766527671414,0.7645481634555416,0.6359715398008566,0.2827003967898172
9,0.6576108085106864,-0.4214435369219918,-0.37067725932002754,2.21322695583529,-0.3313616920235223
10,0.0571783412194311,-1.0671114509310309,1.342725755861038,-1.1657171538014892,-0.7651018432725981
11,1.0605387199939977,-0.6451692035962102,0.28644427117274496,0.7649056920679508,0.3708168312075022
12,-0.8282218584462423,-1.573791265813476,0.5442943260039419,-0.7338646065164267,0.16726452072552742
13,-1.238860166930893,-1.3208399118431844,0.5460393916903203,-0.2677247899781394,-0.18477791257279616
14,1.0995962455051431,0.45662618514504366,1.0389422095260807,0.43579416739259014,0.10261447794567202
15,-1.6744400684982612,1.3927028134136883,1.345077033784978,0.10117813283594078,-0.9709615699512696
16,1.4328562742392612,1.4126301032536812,-0.8252117318863987,-0.9774494571842673,-0.45894325776577083
17,1.343458049410087,-1.2371933197776102,-0.6348960049048437,0.56884799773588,-1.001779641037459
18,-0.5110361596340581,-0.2014722115768247,0.9284158054207031,1.0018754009906334,-0.02471353248968669
19,-0.7190853390460882,0.12931331425215561,3.63380502378632,-0.5496943926605452,-3.05499676777161
20,0.0776376429635427,0.12948810331804408,3.6535225915745064,-0.451517327112217,-3.0467164497918655
21,-4.769933562673578,0.03518126000566596,1.0222403732149923,0.05974792553421925,1.3042294730378208
22,0.34925303331778595,-1.4540748362130709,0.017308353903997778,-0.531612837549694,-1.0113453952546816
23,-3.2068185078785847,2.9155811174914734,-1.345387114794237,0.08521087776135901,-1.1374096426553835
24,0.343264538277873,2.0269020068538675,0.8641465455734136,0.21011150966420092,-0.10253325672484027
25,0.5783742632479703,-1.2016136526075485,0.9089862987276172,-0.9744792257658605,-0.044965805823454386
26,1.041115351861251,0.7472443008767659,0.6268972875813199,-0.03551289824826045,0.6108199490748537
27,0.8581216598840726,-1.235905310693358,0.930387432542768,-1.177901343935861,0.008711270040709483
28,-1.4054764818993581,4.145773386465567,0.559864246451603,-0.3478168883538562,0.5272177772676377
29,0.9000975938724488,-0.589971191830169,0.7404826713887305,0.28331312115213647,0.22697055826701845
30,-5.0761259721430365,2.964348785959493,1.6149033033173754,-0.3836112124602556,-1.1323701587434065
31,-0.9732636685528626,-0.8151518948901485,0.7733743872752974,-1.077113528730146,0.06328578701094793
32,-0.5198593744254948,1.911116109501237,1.5056526058466704,1.470063137895719,-0.22440555639693802
33,0.4704242729877568,-1.2169724985005508,0.0633566978347082,0.6473842408469817,1.9799770629212183
34,-2.5072016993011483,0.8267327204670553,3.31757146586695,1.20828625029094,-5.274822066964978
35,1.4306883710290046,0.14011761186096527,0.8953062147667773,0.20093507015467432,0.25428548563534425
36,-0.8956750391947921,5.47463372324245,-0.14402533207479834,-0.07454355040342417,-0.1617440515881136
37,-1.9417283676151467,0.7304353940152482,0.7406290813480022,-0.7039820277489024,0.591904617656401
38,-0.476729893018137,3.077073903133254,0.8615464508635485,0.693786824745861,0.10833668150091555
39,-2.074080139864633,2.6422068803436973,-3.6881262378658772,2.5310858698119056,-1.6331166855777255
40,1.1279808731622076,0.9732513118635385,-0.8250942488830476,0.4265079124692066,-0.2779531167673387
41,-0.5693179135694163,0.5465232459651483,-0.3889001215089005,-0.5526650648618433,0.7616521510506508
42,0.6755021573311336,0.38862012189721956,1.4643954075164156,0.8869840054157538,-0.04842776744625152
43,1.4214120889338604,0.35233115118701575,0.64429726239012,0.13814128728418637,0.29580051248438216
44,-1.678611823052652,-0.45987255271252553,1.5837718628304798,0.07233827831459572,-0.17020761208618645
45,0.7196601172351468,0.1494715707783244,1.0009846007975556,-0.3121839919026713,0.20750278392353744
46,1.9591465551801959,-0.05965684656880484,-1.3376673729825506,-0.7617155417239311,-1.2828926957105802
47,0.6774061285259303,2.338049796259166,0.6195931211827624,-0.16405812713036494,0.4375110416574997
48,-2.481389365926595,-2.949773311963773,-0.8732464110215108,-1.0405921843075958,1.0137418058028345
49,0.9477990669528323,0.06402026686722614,0.4043928839771791,0.4764899052542863,0.6460051328368895
50,-2.6799806160104476,6.917399928313289,-2.9998677436812753,-1.6053320806059206,0.43223847118411823
51,-0.8074153645248136,-1.2296937393683223,0.7973785797466697,-0.022008052414168942,0.5942380870469032
52,1.1720342241553245,0.7570745359010305,0.6295937536080132,0.13850033839463968,0.38541229013878914
53,0.07125418435731197,-0.0894934158250239,-1.358972771004966,0.022308174305394047,0.768913615636322
54,1.2804671023170606,-1.1261575153614463,0.29977166040087194,-0.19939268547581124,-0.8507205843042182
55,0.5920254257155547,-0.2956238206869196,0.8889037327590201,0.9440095613374841,0.6033976581484862
56,0.4930431895183399,1.5248001540685958,0.7853898361349186,0.11540908239443212,0.8490420166845684
57,-2.895437991524849,-1.1231520115485818,0.2422583111070169,1.151110640822033,1.1036511605603159
58,0.8670573660210312,1.0904820610371622,0.9514692341531611,0.11866714064074017,-0.12244079712488239
59,-0.27643002242613346,1.7010695059038585,1.185354839677806,0.12401967617958795,-0.24246930599265096
60,0.6332141231410665,-0.014717646071060278,0.13574512360993135,1.6364801258919326,-0.21864356120777764
61,1.3828197387435854,-0.20016299987989256,1.00301927685379,0.3577350117143036,0.2946524526955446
62,0.5349261808993893,2.3848057660328403,-1.176443854285045,-0.29279714099777554,0.1348326554162119
63,2.1162479180190266,-0.8722173007753153,-0.8178878173599649,1.665164066674849,-1.5496829757186745
64,-2.05006121860475,-0.677570979089559,0.8796420893913073,-1.6477515972576624,-1.2781554345144932
65,0.6810839721275496,-0.4723776243889581,0.9871749844250719,0.298409119257108,0.6356912931457918
66,1.9319497414501792,0.3214012231342852,-0.6608728011027175,-0.9997950713390404,-0.4109671636311086
67,1.2017646649788354,1.2960352062184308,0.40580137647964376,-0.3059680671189295,0.5934340302677004
68,-0.6611226111794645,0.11328926185477178,0.6765330681633189,0.7008756569527882,-0.330908366317646
69,0.6455690352017271,-0.3419387268290283,0.804768253152819,0.6358873992757134,0.6319303896601425
70,-0.6737696344575815,1.2153690816879907,1.4652995588298359,-0.5733699380889851,-0.4611719609186436
71,-8.395120155274865,8.66378640975604,-6.950546884326381,-0.3347570275318752,-1.5285261707902018
72,1.1675995900933633,0.608746046321947,-1.095632971011666,-0.6036928755743359,-0.15090556667502666
73,0.8091485141243353,-0.450874512564783,0.47774711659890906,-0.6785793727150916,-0.11988336003767697
74,0.7158065340581821,-0.47757176676004875,0.18323714462354537,0.41802427701046596,-0.00855344878945897
75,-0.7499583982065199,0.101373816335086,1.8049170148849794,0.24201869735804002,-0.4014499121330891
76,-1.0034030161163159,-0.31510468882845166,0.49016978953036355,2.119851054667771,1.8711584916587036
77,0.8081712877386815,-0.8736147457752864,0.7840619546287408,-0.6003592529528744,-0.009175009822885301
78,1.1527403159424676,0.4517659356642338,2.318236444304632,0.11971466164026556,-1.4707610492600802
79,-1.0724930782372217,3.0538768831638334,0.7930248892815243,0.8341066686795144,0.7924553891806512
